word;ua_word;date;week_date;month_date;level
federal ;федеральний ;1.0;1.0;1.0;1.0
fee ;плата, гонорар ;1.0;1.0;1.0;1.0
fghter ;боєць ;1.0;1.0;1.0;1.0
fixed ;фіксований, закріплений ;1.0;1.0;1.0;1.0
flash ;спалах ;1.0;1.0;1.0;1.0
flesh ;плоть, м’ясо ;1.0;1.0;1.0;1.0
float ;плаваючий, плавати, триматися на поверхні (води);1.0;1.0;1.0;1.0
flour ;борошно, порошок ;1.0;1.0;1.0;1.0
focus ;фокус ;1.0;1.0;1.0;1.0
fog ;туман ;1.0;1.0;1.0;1.0
fold ;"скласти, згинати; кошара, загін для овець; отара овець";1.0;1.0;1.0;1.0
fond ;"довірливий, безрозсудний; основа, підґрунтя";1.0;1.0;1.0;1.0
foolish ;дурний ;1.0;1.0;1.0;1.0
forbid ;заборонити ;1.0;1.0;1.0;1.0
foreigner ;іноземець ;1.0;1.0;1.0;1.0
forever ;назавжди ;1.0;1.0;1.0;1.0
formal ;формальний ;1.0;1.0;1.0;1.0
formula ;формула ;1.0;1.0;1.0;1.0
fortunately ;на щастя ;1.0;1.0;1.0;1.0
fortune ;фортуна ;1.0;1.0;1.0;1.0
foundation ;"заснування (міста), закладка (фундамента); основа, базис, фундамент; фундація (організація, що існує за рахунок певного фонду)";1.0;1.0;1.0;1.0
frequency ;частота ;1.0;1.0;1.0;1.0
friendship ;дружба ;1.0;1.0;1.0;1.0
frozen ;замерзлий, заморожений ;1.0;1.0;1.0;1.0
fry ;"смажити; мальки, дрібна рибка ";1.0;1.0;1.0;1.0
fuel ;паливо ;1.0;1.0;1.0;1.0
fundamental ;фундаментальний;1.0;1.0;1.0;1.0
funeral ;поховання ;1.0;1.0;1.0;1.0
furnish ;"постачати, надавати; обробка, оздоблення";1.0;1.0;1.0;1.0
furthermore ;крім того ;1.0;1.0;1.0;1.0
gallery ;галерея ;1.0;1.0;1.0;1.0
gap ;діра, пролом, щілина, прірва ;1.0;1.0;1.0;1.0
generate ;генерувати, виробляти, створювати;1.0;1.0;1.0;1.0
generous ;щедрий, великодушний ;1.0;1.0;1.0;1.0
gently ;злегка, м’яко, лагідно ;1.0;1.0;1.0;1.0
giant ;гігант ;1.0;1.0;1.0;1.0
girlfriend ;подружка, кохана ;1.0;1.0;1.0;1.0
glance ;"швидкий погляд, зиркати; блиск, виблискування, глянець";1.0;1.0;1.0;1.0
glove ;рукавичка ;1.0;1.0;1.0;1.0
goat ;цап, коза, козел ;1.0;1.0;1.0;1.0
govern ;управляти, правити ;1.0;1.0;1.0;1.0
governor ;губернатор, правитель ;1.0;1.0;1.0;1.0
grace ;"відстрочка, пільга; грація, витонченість; пристойність, такт; нагороджувати удостоювати; прикрашати";1.0;1.0;1.0;1.0
grade ;ступінь, щабель, якість, ґатунок ;1.0;1.0;1.0;1.0
gradually ;поступово ;1.0;1.0;1.0;1.0
grammar ;граматика ;1.0;1.0;1.0;1.0
grand ;великий, величавий ;1.0;1.0;1.0;1.0
grandchild ;онук, онука ;1.0;1.0;1.0;1.0
grateful ;"вдячний; приємний ";1.0;1.0;1.0;1.0
grave ;"могила, надгробок; гравіювати; вагомий, важливий; похмурий, загрозливий";1.0;1.0;1.0;1.0
greatly ;дуже, значно, вельми ;1.0;1.0;1.0;1.0
greet ;вітатися, зустрічати (вигуками, оплесками);1.0;1.0;1.0;1.0
growing ;зростання ;1.0;1.0;1.0;1.0
grown-up ;дорослий ;1.0;1.0;1.0;1.0
guarantee ;гарантія ;1.0;1.0;1.0;1.0
guilty ;винний, винуватий ;1.0;1.0;1.0;1.0
hammer ;"молоток; бити, гамселити ";1.0;1.0;1.0;1.0
handkerchief ;носовичок ;1.0;1.0;1.0;1.0
handsome ;"гарний; значний, великий; щедрий, шляхетний";1.0;1.0;1.0;1.0
happiness ;щастя, удача ;1.0;1.0;1.0;1.0
harbour ;гавань ;1.0;1.0;1.0;1.0
harvest ;збирати врожай ;1.0;1.0;1.0;1.0
headache ;головний біль ;1.0;1.0;1.0;1.0
headquarters ;штаб-квартира ;1.0;1.0;1.0;1.0
heating ;опалення, нагрівання ;1.0;1.0;1.0;1.0
heaven ;небеса ;1.0;1.0;1.0;1.0
heavily ;"важко, громіздко; інтенсивно, сильно";1.0;1.0;1.0;1.0
heel ;п’ятка, п’ята ;1.0;1.0;1.0;1.0
hell ;пекло ;1.0;1.0;1.0;1.0
helpful ;корисний ;1.0;1.0;1.0;1.0
hen ;курка, курочка ;1.0;1.0;1.0;1.0
hero ;герой ;1.0;1.0;1.0;1.0
hesitate ;вагатися, коливатися ;1.0;1.0;1.0;1.0
hi ;привіт ;1.0;1.0;1.0;1.0
highlight ;основний момент, найбільш яскравий момент;1.0;1.0;1.0;1.0
highway ;шосе, хайвей ;1.0;1.0;1.0;1.0
historic ;історичний ;1.0;1.0;1.0;1.0
historical ;історичний ;1.0;1.0;1.0;1.0
holder ;тримач ;1.0;1.0;1.0;1.0
holy ;святий ;1.0;1.0;1.0;1.0
homework ;домашня робота ;1.0;1.0;1.0;1.0
honey ;мед ;1.0;1.0;1.0;1.0
honourable ;почесний, благородний ;1.0;1.0;1.0;1.0
hook ;гак ;1.0;1.0;1.0;1.0
horseback ;спина коня ;1.0;1.0;1.0;1.0
household ;домогосподарство ;1.0;1.0;1.0;1.0
housewife ;домогосподарка ;1.0;1.0;1.0;1.0
housing ;"житлове будівництво, житлові умови; корпус, футляр";1.0;1.0;1.0;1.0
hunger ;голод ;1.0;1.0;1.0;1.0
hunter ;мисливець ;1.0;1.0;1.0;1.0
hut ;хатина, барак ;1.0;1.0;1.0;1.0
ideal ;ідеал, ідеальний ;1.0;1.0;1.0;1.0
identifcation ;ідентифікація;1.0;1.0;1.0;1.0
identity ;ідентичність, справжність ;1.0;1.0;1.0;1.0
idle ;байдикувати, ледачий ;1.0;1.0;1.0;1.0
ignore ;ігнорувати ;1.0;1.0;1.0;1.0
illegal ;незаконний ;1.0;1.0;1.0;1.0
illustrate ;ілюструвати ;1.0;1.0;1.0;1.0
imagination ;уява;1.0;1.0;1.0;1.0
imply ;мати на увазі ;1.0;1.0;1.0;1.0
import ;імпорт ;1.0;1.0;1.0;1.0
impose ;"нав’язувати; накладати (умови) ";1.0;1.0;1.0;1.0
impression ;враження ;1.0;1.0;1.0;1.0
incident ;інцидент ;1.0;1.0;1.0;1.0
increasingly ;все більше й більше ;1.0;1.0;1.0;1.0
index ;"індекс; вказівний палець ";1.0;1.0;1.0;1.0
indication ;індикація ;1.0;1.0;1.0;1.0
indoors ;в приміщенні ;1.0;1.0;1.0;1.0
injure ;ранити, ушкодити ;1.0;1.0;1.0;1.0
injury ;тілесне ушкодження ;1.0;1.0;1.0;1.0
ink ;чорнило ;1.0;1.0;1.0;1.0
inner ;внутрішній ;1.0;1.0;1.0;1.0
inquire (enquire) ;довідуватися, з’ясовувати ;1.0;1.0;1.0;1.0
inquiry (enquiry) ;наведення довідок, розслідування;1.0;1.0;1.0;1.0
insist ;наполегливо, наполягати ;1.0;1.0;1.0;1.0
instant ;мить, миттєвий ;1.0;1.0;1.0;1.0
instruction ;інструкція ;1.0;1.0;1.0;1.0
intelligence ;інтелект, розум ;1.0;1.0;1.0;1.0
intelligent ;розумний ;1.0;1.0;1.0;1.0
interfere ;"втручатися; заважати ";1.0;1.0;1.0;1.0
interpret ;тлумачити, інтерпретувати ;1.0;1.0;1.0;1.0
interpretation ;інтерпретація, тлумачення;1.0;1.0;1.0;1.0
interrupt ;"переривати, припиняти; переривання (комп’ютерне)";1.0;1.0;1.0;1.0
interval ;інтервал ;1.0;1.0;1.0;1.0
interview ;інтерв’ю ;1.0;1.0;1.0;1.0
invention ;винахід ;1.0;1.0;1.0;1.0
invest ;"інвестувати; наділяти (владою); одягати, облачати";1.0;1.0;1.0;1.0
investigate ;розслідувати, досліджувати ;1.0;1.0;1.0;1.0
investment ;"інвестування; наділення (владою); убрання, облачення";1.0;1.0;1.0;1.0
involved ;"складний, заплутаний; втягнути, вплутати; містити, включати";1.0;1.0;1.0;1.0
jacket ;"куртка; чохол ";1.0;1.0;1.0;1.0
jaw ;"щелепа; говорити довго й нудно ";1.0;1.0;1.0;1.0
jet ;"струмінь, струменевий (принтер); гагат (чорний близкучий мінерал), гагатовий";1.0;1.0;1.0;1.0
jewel ;коштовність ;1.0;1.0;1.0;1.0
journal ;журнал ;1.0;1.0;1.0;1.0
journalist ;журналіст ;1.0;1.0;1.0;1.0
junior ;молодший ;1.0;1.0;1.0;1.0
justify ;виправдовувати, знаходити виправдання;1.0;1.0;1.0;1.0
keeper ;хранитель, вартівник ;1.0;1.0;1.0;1.0
kid ;"маля, дитя, дитячий; козеня, козлятина; розігрувати, жартувати; лайка (шкіра), лайковий";1.0;1.0;1.0;1.0
kingdom ;королівство ;1.0;1.0;1.0;1.0
knot ;"вузол; зав’язувати вузол ";1.0;1.0;1.0;1.0
label ;етикетка ;1.0;1.0;1.0;1.0
laboratory (lab) ;лабораторія ;1.0;1.0;1.0;1.0
ladder ;драбина, трап ;1.0;1.0;1.0;1.0
landing ;висадка на берег ;1.0;1.0;1.0;1.0
landlord ;"домовласник; лендлорд (крупний землевласник)";1.0;1.0;1.0;1.0
largely ;в значній мірі ;1.0;1.0;1.0;1.0
lately ;нещодавно ;1.0;1.0;1.0;1.0
laughter ;сміх, регіт ;1.0;1.0;1.0;1.0
launch ;запуск ;1.0;1.0;1.0;1.0
layer ;шар, пласт ;1.0;1.0;1.0;1.0
league ;ліга ;1.0;1.0;1.0;1.0
learning ;вивчення, навчання ;1.0;1.0;1.0;1.0
lecture ;лекція, читати лекцію ;1.0;1.0;1.0;1.0
legislation;законодавство, законодавча діяльність;1.0;1.0;1.0;1.0
lemon ;лимон ;1.0;1.0;1.0;1.0
lesser ;менший, малий ;1.0;1.0;1.0;1.0
liberal ;ліберал, ліберальний ;1.0;1.0;1.0;1.0
liberty ;свобода ;1.0;1.0;1.0;1.0
lid ;кришка, ковпак ;1.0;1.0;1.0;1.0
limited ;обмежений, компанія з обмеженою відповідальністю;1.0;1.0;1.0;1.0
lion ;лев ;1.0;1.0;1.0;1.0
literary ;літературний ;1.0;1.0;1.0;1.0
lively ;жвавий ;1.0;1.0;1.0;1.0
locate ;розмістити, помістити ;1.0;1.0;1.0;1.0
location ;розташування ;1.0;1.0;1.0;1.0
log ;"журнал (для ведення записів); вхід в аккаунт (“log in”); колода";1.0;1.0;1.0;1.0
lover ;"прихильник; коханець, коханка ";1.0;1.0;1.0;1.0
loyal ;лояльний ;1.0;1.0;1.0;1.0
luggage ;багаж ;1.0;1.0;1.0;1.0
lung ;легеня ;1.0;1.0;1.0;1.0
machinery ;машини, механізми ;1.0;1.0;1.0;1.0
magic ;магія ;1.0;1.0;1.0;1.0
maintenance ;підтримання в належному стані ;1.0;1.0;1.0;1.0
making ;створення, виготовлення, процес виготовлення, кількість виготовленого;1.0;1.0;1.0;1.0
manufacturer ;виробник;1.0;1.0;1.0;1.0
marketing ;маркетинг ;1.0;1.0;1.0;1.0
"mathematics
(math)";математика;1.0;1.0;1.0;1.0
maximum ;максимум ;1.0;1.0;1.0;1.0
meanwhile ;тим часом ;1.0;1.0;1.0;1.0
measurement ;вимірювання ;1.0;1.0;1.0;1.0
melt ;плавити, розплавлена речовина ;1.0;1.0;1.0;1.0
membership ;членство ;1.0;1.0;1.0;1.0
mental ;ментальний, духовний ;1.0;1.0;1.0;1.0
merchant ;торговець ;1.0;1.0;1.0;1.0
mercy ;милість, милосердя ;1.0;1.0;1.0;1.0
mere ;"простий; лишеа, тіальки; озеро, ставок";1.0;1.0;1.0;1.0
metre ;метр ;1.0;1.0;1.0;1.0
midnight ;опівночі ;1.0;1.0;1.0;1.0
mild ;м'який, тихий, спокійний, помірний (про клімат);1.0;1.0;1.0;1.0
mill ;млин, молоти ;1.0;1.0;1.0;1.0
miner ;"шахтар; мінер ";1.0;1.0;1.0;1.0
minimum ;мінімум ;1.0;1.0;1.0;1.0
ministry ;міністерство ;1.0;1.0;1.0;1.0
minor ;"молодший, менший; другорядний ";1.0;1.0;1.0;1.0
minority ;"меншість; неповноліття ";1.0;1.0;1.0;1.0
mixed ;змішений ;1.0;1.0;1.0;1.0
mixture ;суміш ;1.0;1.0;1.0;1.0
moderate ;"стримувати (суперечки), пом’якшувати; поміркований, стриманий";1.0;1.0;1.0;1.0
monitor ;монітор ;1.0;1.0;1.0;1.0
monkey ;мавпа ;1.0;1.0;1.0;1.0
mood ;настрій, тон ;1.0;1.0;1.0;1.0
moral ;моральний ;1.0;1.0;1.0;1.0
moreover ;крім того, більш того ;1.0;1.0;1.0;1.0
motorcycle ;мотоцикл ;1.0;1.0;1.0;1.0
movie ;фільм ;1.0;1.0;1.0;1.0
moving ;"переміщення, рухомий; зворушливий";1.0;1.0;1.0;1.0
multiply ;"помножити; різноманітно ";1.0;1.0;1.0;1.0
muscle ;мускул, м’яз ;1.0;1.0;1.0;1.0
musician ;музикант ;1.0;1.0;1.0;1.0
mysterious ;таємничий ;1.0;1.0;1.0;1.0
mystery ;таємниця, таємничість ;1.0;1.0;1.0;1.0
nationality ;національність ;1.0;1.0;1.0;1.0
naturally ;природно ;1.0;1.0;1.0;1.0
neat ;"чистий, охайний; нерозбавлений (напій);";1.0;1.0;1.0;1.0
necessarily ;обов’язково, неодмінно ;1.0;1.0;1.0;1.0
necessity ;необхідність, нагальна потреба ;1.0;1.0;1.0;1.0
neglect ;"нехтування, зневажання; занедбаність";1.0;1.0;1.0;1.0
neighbouring ;сусідній, прилеглий ;1.0;1.0;1.0;1.0
nerve ;нерв ;1.0;1.0;1.0;1.0
nervous ;нервовий ;1.0;1.0;1.0;1.0
network ;мережа ;1.0;1.0;1.0;1.0
nevertheless ;все-таки, як би там не було ;1.0;1.0;1.0;1.0
noble ;шляхетний, благородний ;1.0;1.0;1.0;1.0
nod ;кивок, кивання головою ;1.0;1.0;1.0;1.0
noisy ;шумний, галасливий ;1.0;1.0;1.0;1.0
nonsense ;нонсенс, дурниця, безглуздя ;1.0;1.0;1.0;1.0
normally ;зазвичай ;1.0;1.0;1.0;1.0
notion ;поняття, переконання, уявлення, ідея;1.0;1.0;1.0;1.0
noun ;іменник ;1.0;1.0;1.0;1.0
novel ;"новела, роман; новаторський новітній";1.0;1.0;1.0;1.0
nowadays ;сьогодення, у наш час ;1.0;1.0;1.0;1.0
numerous ;числеанний ;1.0;1.0;1.0;1.0
nursery ;"дитяча кімната, яслі; розплідник ";1.0;1.0;1.0;1.0
obey ;підкорятися ;1.0;1.0;1.0;1.0
objection ;заперечення, незгода ;1.0;1.0;1.0;1.0
objective ;"об’єктивний, дійсний; ціль, мета; об’єктив (оптичний)";1.0;1.0;1.0;1.0
observation ;спостереження ;1.0;1.0;1.0;1.0
observer ;спостерігач, оглядач ;1.0;1.0;1.0;1.0
occasional ;нерегулярний, випадковий, який трапляється час від часу;1.0;1.0;1.0;1.0
occasionally ;зрідка, часом, час від часу ;1.0;1.0;1.0;1.0
occupation ;"окупація; професія, заняття ";1.0;1.0;1.0;1.0
odd ;"дивний, дивина; непарний; надлишок";1.0;1.0;1.0;1.0
offence ;порушення (чогось) ;1.0;1.0;1.0;1.0
offend ;ображати, порушувати (що-небудь);1.0;1.0;1.0;1.0
offensive ;"наступ, атака, наступальний; огидний, неприємний";1.0;1.0;1.0;1.0
oneself ;себе, собі ;1.0;1.0;1.0;1.0
onto ;в, на ;1.0;1.0;1.0;1.0
operator ;оператор ;1.0;1.0;1.0;1.0
oppose ;опиратися, чинити опір, бути проти, бути в опозиції;1.0;1.0;1.0;1.0
opposition ;"опозиція; опір, протидія ";1.0;1.0;1.0;1.0
option ;опція, вибір, предмет вибору ;1.0;1.0;1.0;1.0
organ ;"орган (частина тіла); орган, установа; орган (муз. Інструмент)";1.0;1.0;1.0;1.0
outcome ;наслідок, результат ;1.0;1.0;1.0;1.0
outer ;зовнішній, віддалений (від центру);1.0;1.0;1.0;1.0
outline ;контур, контурна лінія ;1.0;1.0;1.0;1.0
output ;вихід (тобто те що отримано на виході, з конвеєра, наприклад), вихід (продукції), вихідний сигнал (в електроніці);1.0;1.0;1.0;1.0
outstanding ;"видатний знаменитий; несплачений, невиконаний";1.0;1.0;1.0;1.0
overall ;"повний, загальний, від початку до кінця; робочий одяг, комбінезон";1.0;1.0;1.0;1.0
overcome ;подолати, побороти ;1.0;1.0;1.0;1.0
ownership ;власність, право власності ;1.0;1.0;1.0;1.0
pace ;темп, крок ;1.0;1.0;1.0;1.0
pad ;"подушка, подушечка, м'яка прокладка, підкладинка, килимок; йти пішки, брести";1.0;1.0;1.0;1.0
painful ;болючий, той хто завдає болю ;1.0;1.0;1.0;1.0
painter ;художник ;1.0;1.0;1.0;1.0
palace ;палац ;1.0;1.0;1.0;1.0
pan ;"каструля, сковорода, таз, готувати в каструлі; панорамування (кінокамери)";1.0;1.0;1.0;1.0
parallel ;паралельний, паралель ;1.0;1.0;1.0;1.0
parcel ;"пакет, пачка, бандероль; ділити на частини";1.0;1.0;1.0;1.0
pardon ;прощати, вибачати, прощення ;1.0;1.0;1.0;1.0
parking ;паркінг ;1.0;1.0;1.0;1.0
parliament ;парламент ;1.0;1.0;1.0;1.0
part-time ;неповний робочий день ;1.0;1.0;1.0;1.0
partial ;"частковий, неповний; небайдужий (до чого-небудь, кого-небудь)";1.0;1.0;1.0;1.0
participate ;брати участь ;1.0;1.0;1.0;1.0
participation ;участь, співучасть ;1.0;1.0;1.0;1.0
particle ;маленька частинка, крупинка ;1.0;1.0;1.0;1.0
patience ;терпіння, терплячість ;1.0;1.0;1.0;1.0
peaceful ;тихий, спокійний, миролюбний ;1.0;1.0;1.0;1.0
permission ;дозвіл, доступ ;1.0;1.0;1.0;1.0
personally ;особисто, персонально ;1.0;1.0;1.0;1.0
pet ;домашня тварина ;1.0;1.0;1.0;1.0
petrol ;бензин ;1.0;1.0;1.0;1.0
phase ;фаза ;1.0;1.0;1.0;1.0
phenomenon ;феномен ;1.0;1.0;1.0;1.0
philosophy ;філософія ;1.0;1.0;1.0;1.0
phrase ;фраза ;1.0;1.0;1.0;1.0
pile ;"купа; ворс (наприклад, в килимових покриттях); паля, стовп";1.0;1.0;1.0;1.0
pilot ;пілот ;1.0;1.0;1.0;1.0
planet ;планета ;1.0;1.0;1.0;1.0
planning ;планування ;1.0;1.0;1.0;1.0
plastic ;пластик, пластмаса, пластичний ;1.0;1.0;1.0;1.0
platform ;платформа ;1.0;1.0;1.0;1.0
plus ;плюс ;1.0;1.0;1.0;1.0
p.m. ;після обіду (для 12-годинникової часової шкали);1.0;1.0;1.0;1.0
pointing ;"указування (напрямку); заточення, загострення";1.0;1.0;1.0;1.0
pole ;"стовп, жердина; полюс ";1.0;1.0;1.0;1.0
polite ;ввічливий, чемний ;1.0;1.0;1.0;1.0
politician ;політик, політикан ;1.0;1.0;1.0;1.0
port ;порт ;1.0;1.0;1.0;1.0
possession ;володіння, власність, майно ;1.0;1.0;1.0;1.0
postage ;поштовий збір, поштові витрати ;1.0;1.0;1.0;1.0
postal ;поштовий ;1.0;1.0;1.0;1.0
postman ;листоноша ;1.0;1.0;1.0;1.0
postpone ;відкладати, відтерміновувати ;1.0;1.0;1.0;1.0
poverty ;бідність, убогість ;1.0;1.0;1.0;1.0
powder ;порошок ;1.0;1.0;1.0;1.0
practise ;практикуватися ;1.0;1.0;1.0;1.0
pray ;"молитися; молити ";1.0;1.0;1.0;1.0
prayer ;молитва, прохання, благання ;1.0;1.0;1.0;1.0
precious ;дорогий, коханий, дорогоцінний ;1.0;1.0;1.0;1.0
predict ;пророкувати, передбачувати, прогнозувати;1.0;1.0;1.0;1.0
prepared ;підготовлений, попередньо оброблений;1.0;1.0;1.0;1.0
presentation;"презентація; підношення, вручення, дарунок";1.0;1.0;1.0;1.0
preserve ;"зберігати, оберігати; консерви, пресерви";1.0;1.0;1.0;1.0
presidential ;президентський;1.0;1.0;1.0;1.0
pretend ;"прикидатися, вдавати; (to) претендувати";1.0;1.0;1.0;1.0
previously ;попередньо, заздалегідь ;1.0;1.0;1.0;1.0
pride ;гордість, гордитися ;1.0;1.0;1.0;1.0
prince ;принц ;1.0;1.0;1.0;1.0
principal ;"глава, начальник; директор школи";1.0;1.0;1.0;1.0
probability ;ймовірність ;1.0;1.0;1.0;1.0
probable ;ймовірний ;1.0;1.0;1.0;1.0
proceed ;продовжувати, відновлювати (якусь діяльність після перерви);1.0;1.0;1.0;1.0
producer ;виробник ;1.0;1.0;1.0;1.0
productive ;продуктивний ;1.0;1.0;1.0;1.0
professor ;професор ;1.0;1.0;1.0;1.0
progressive ;прогресивний ;1.0;1.0;1.0;1.0
promote ;просувати, підвищувати в чині або званні, займатись промоушеном;1.0;1.0;1.0;1.0
prompt ;"підказка, заохочувати, спонукати, підказувати; швидко, швидкий, негайний";1.0;1.0;1.0;1.0
pronounce ;вимовляти ;1.0;1.0;1.0;1.0
pronunciation ;вимова;1.0;1.0;1.0;1.0
proportion ;пропорція ;1.0;1.0;1.0;1.0
prospect ;перспектива ;1.0;1.0;1.0;1.0
provided ;забезпечений (наприклад, “забезпечений продуктами”);1.0;1.0;1.0;1.0
providing ;забезпечення (якої-небудь діяльності);1.0;1.0;1.0;1.0
publication ;публікація ;1.0;1.0;1.0;1.0
publicity ;публічність ;1.0;1.0;1.0;1.0
pump ;помпа, насос, накачувати, нагнітати;1.0;1.0;1.0;1.0
purchase ;покупка, купівля, купувати ;1.0;1.0;1.0;1.0
purple ;пурпурний ;1.0;1.0;1.0;1.0
pursue ;переслідувати (кого-небудь), гнатися, бігти (за ким-небудь);1.0;1.0;1.0;1.0
puzzle ;пазл, головоломка ;1.0;1.0;1.0;1.0
qualifcation ;кваліфікація;1.0;1.0;1.0;1.0
qualify ;кваліфікувати, валіфікуватися, отримувати яку-небудь кваліфікацію;1.0;1.0;1.0;1.0
quarrel ;"суперечка, незгода; сперечатися, ставити під сумнів";1.0;1.0;1.0;1.0
quote ;"цитата, цитувати; відкривати лапки, брати в лапки; призначати ціну";1.0;1.0;1.0;1.0
radical ;радикальний, радикал ;1.0;1.0;1.0;1.0
raincoat ;дощовик, непромокальне пальто, плащ;1.0;1.0;1.0;1.0
rainy ;дощовий ;1.0;1.0;1.0;1.0
rank ;"ранг, займати певне місце; шеренга, ряд";1.0;1.0;1.0;1.0
rapid ;"швидкий; річковий поріг, бистрина";1.0;1.0;1.0;1.0
rarely ;рідко, винятково ;1.0;1.0;1.0;1.0
rat ;шур, пацюк ;1.0;1.0;1.0;1.0
raw ;сирий, необроблений ;1.0;1.0;1.0;1.0
ray ;промінь ;1.0;1.0;1.0;1.0
react (to);реагувати, відгукуватися, озиватися;1.0;1.0;1.0;1.0
reading ;читання ;1.0;1.0;1.0;1.0
realistic ;реалістичний ;1.0;1.0;1.0;1.0
receipt ;"рецепт; розписка в отриманні, квитанція";1.0;1.0;1.0;1.0
receiver ;одержувач, отримувач, приймач ;1.0;1.0;1.0;1.0
recognition ;"дізнавання, упізнавання; визнання, схвалення";1.0;1.0;1.0;1.0
recommend ;рекомендувати ;1.0;1.0;1.0;1.0
recommendation ;рекомендація;1.0;1.0;1.0;1.0
recover ;відновлювати, видужувати ;1.0;1.0;1.0;1.0
reduction ;зменшення, зниження, скорочення;1.0;1.0;1.0;1.0
reform ;реформа ;1.0;1.0;1.0;1.0
refusal ;відмова ;1.0;1.0;1.0;1.0
regime ;режим ;1.0;1.0;1.0;1.0
regional ;регіональний ;1.0;1.0;1.0;1.0
regret ;шкодувати, жалкувати ;1.0;1.0;1.0;1.0
regulation ;регулювання ;1.0;1.0;1.0;1.0
reject ;забракувати, визнати непридатний, відкидати, відторгати;1.0;1.0;1.0;1.0
related ;пов’язаний ;1.0;1.0;1.0;1.0
relatively ;щодо, відповідно (до чогось) ;1.0;1.0;1.0;1.0
relax ;релаксувати, розслаблятися ;1.0;1.0;1.0;1.0
relevant ;релевантний, відповідний ;1.0;1.0;1.0;1.0
reliable ;надійний ;1.0;1.0;1.0;1.0
relieve ;"звільняти; заспокоювати, полегшувати, знімати (напругу)";1.0;1.0;1.0;1.0
rely ;покладатися (на когось) ;1.0;1.0;1.0;1.0
remaining ;решта ;1.0;1.0;1.0;1.0
remains ;залишки, рештки ;1.0;1.0;1.0;1.0
remarkable ;чудовий, визначний, дивовижний ;1.0;1.0;1.0;1.0
reporter ;репортер ;1.0;1.0;1.0;1.0
representation;"зображення, образ; репрезентація, вистава; представництво, представлення";1.0;1.0;1.0;1.0
reputation ;репутація ;1.0;1.0;1.0;1.0
rescue ;порятунок, рятувати ;1.0;1.0;1.0;1.0
reservation ;резервування, резервація ;1.0;1.0;1.0;1.0
resident ;резидент, постійний житель ;1.0;1.0;1.0;1.0
resign ;зрікатися, відмовлятися (від посади);1.0;1.0;1.0;1.0
resignation ;відмова від посади, заява про відставку;1.0;1.0;1.0;1.0
resist ;чинити опір ;1.0;1.0;1.0;1.0
resistance ;опір, протидія ;1.0;1.0;1.0;1.0
resolution ;"резолюція, рішення; рішучість ";1.0;1.0;1.0;1.0
resolve ;рішення, вирішувати ;1.0;1.0;1.0;1.0
restore ;відновлювати, повертати, віддавати назад;1.0;1.0;1.0;1.0
restrict ;обмежувати, тримати в певних межах;1.0;1.0;1.0;1.0
restriction ;обмеження ;1.0;1.0;1.0;1.0
retain ;"утримувати; зберігати ";1.0;1.0;1.0;1.0
retire ;йти (геть), йти у відставку ;1.0;1.0;1.0;1.0
revolution ;революція ;1.0;1.0;1.0;1.0
reward ;винагорода, винагороджувати ;1.0;1.0;1.0;1.0
rid ;звільняти ;1.0;1.0;1.0;1.0
rival ;суперничати, конкурувати, конкурент;1.0;1.0;1.0;1.0
rob ;грабувати ;1.0;1.0;1.0;1.0
rod ;прут, лоза, жезл ;1.0;1.0;1.0;1.0
rose ;троянда ;1.0;1.0;1.0;1.0
route ;маршрут, курс ;1.0;1.0;1.0;1.0
royalty ;"роялті, плата за право користування патентом; королівське достоїнство; королівська влада";1.0;1.0;1.0;1.0
rude ;грубий, брутальний ;1.0;1.0;1.0;1.0
ruin ;руйнування ;1.0;1.0;1.0;1.0
ruling ;управління, керування ;1.0;1.0;1.0;1.0
sacrifce ;жертва, жертвувати ;1.0;1.0;1.0;1.0
sailor ;моряк, матрос ;1.0;1.0;1.0;1.0
sake ;"заради, задля (чогось); саке (рисова горілка)";1.0;1.0;1.0;1.0
sample ;зразок, проба ;1.0;1.0;1.0;1.0
sandwich ;"сендвіч; вставляти (між); поміщати посередині";1.0;1.0;1.0;1.0
satisfaction ;задоволення, вдоволеність ;1.0;1.0;1.0;1.0
satisfactory ;задовільний, задовільняючий ;1.0;1.0;1.0;1.0
sauce ;"соус; грубити, грубіянити ";1.0;1.0;1.0;1.0
scatter ;розсіювання, роазкид, розкидати, розсіювати;1.0;1.0;1.0;1.0
schedule ;розпорядок, розклад ;1.0;1.0;1.0;1.0
scheme ;схема ;1.0;1.0;1.0;1.0
scissors ;ножиці ;1.0;1.0;1.0;1.0
scratch ;подряпина, дряпати, нашкребти ;1.0;1.0;1.0;1.0
screw ;гвинт, пригвинчувати, вкручувати, викручувати;1.0;1.0;1.0;1.0
seaside ;морський берег, узбережжя ;1.0;1.0;1.0;1.0
sector ;сектор ;1.0;1.0;1.0;1.0
secure ;надійний, безпечний, захищений ;1.0;1.0;1.0;1.0
seize ;"хапати, захоплювати, піймати; заїдати (в механічних пристроях)";1.0;1.0;1.0;1.0
select ;вибрати ;1.0;1.0;1.0;1.0
selection ;вибір ;1.0;1.0;1.0;1.0
self ;"своє ""я"", сутність, він (сам), вона (сама)";1.0;1.0;1.0;1.0
senior ;старший, вищестоящий ;1.0;1.0;1.0;1.0
